batter,phase,runs,balls,strike_rate,sr_bayes,impact_score,last_year
SB Dubey,death,135,67,201.49253731343282,168.3980202630081,11282.667357621543,2026
SB Jakati,death,28,29,96.55172413793103,149.1976844147684,4326.732848028283,2016
SB Styris,death,40,27,148.14814814814815,155.94721310318974,4210.5747537861225,2011
SC Ganguly,death,184,102,180.3921568627451,165.05145221854585,16835.248126291677,2012
SD Chitnis,death,37,36,102.77777777777777,148.57264635890962,5348.6152689207465,2012
SE Marsh,death,254,162,156.79012345679013,156.91955548713761,25420.967988916294,2017
SE Rutherford,death,258,158,163.29113924050634,159.83082523770008,25253.270387556615,2026
SK Raina,death,888,521,170.44145873320537,166.7881023867432,86896.6013434932,2021
SK Trivedi,death,42,57,73.68421052631578,138.1757194797941,7876.016010348264,2013
SK Warne,death,136,131,103.81679389312977,135.64503468990222,17769.49954437719,2011
SL Malinga,death,86,96,89.58333333333334,134.77759899968427,12938.64950396969,2017
SM Curran,death,450,248,181.4516129032258,170.70040927518764,42333.701500246534,2025
SM Pollock,death,80,42,190.47619047619045,162.9547734553085,6844.100485122957,2008
SN Khan,death,300,178,168.53932584269663,162.52086141798426,28928.7133324012,2026
SN Thakur,death,222,157,141.40127388535032,150.05761735485262,23559.045924711863,2026
SO Hetmyer,death,956,553,172.875226039783,168.74369158944938,93315.26144896551,2026
SP Goswami,death,26,22,118.18181818181819,153.08885395810194,3367.9547870782426,2020
SP Jackson,death,34,30,113.33333333333333,151.20125026181387,4536.037507854416,2022
SP Narine,death,160,132,121.21212121212122,142.5696676113398,18819.196124696857,2026
SPD Smith,death,679,426,159.38967136150234,158.64779598857993,67583.96109113505,2021
SR Tendulkar,death,224,136,164.70588235294116,160.18211875803058,21784.76815109216,2013
SR Watson,death,448,242,185.12396694214877,172.58645608445795,41765.92237243882,2020
SS Iyer,death,771,419,184.00954653937947,175.44019757151162,73509.44278246337,2026
SS Prabhudessai,death,24,20,120.0,153.58270376236334,3071.6540752472665,2024
SS Tiwary,death,452,312,144.87179487179486,149.54690593473003,46658.63465163577,2021
STR Binny,death,396,262,151.14503816793894,153.65488251402215,40257.5792186738,2019
SV Samson,death,844,437,193.1350114416476,181.9941159951078,79531.4286898621,2026
SW Billings,death,118,70,168.57142857142858,160.0765332411627,11205.357326881389,2022
Sachin Baby,death,94,58,162.06896551724137,158.18293007473565,9174.609944334668,2017
Sameer Rizvi,death,99,51,194.11764705882354,164.71659068661836,8400.546125017536,2026
Sandeep Sharma,death,47,59,79.66101694915254,139.05622562562252,8204.31731191173,2025
Shahbaz Ahmed,death,278,194,143.29896907216494,150.1806717452651,29135.05031858143,2026
Shakib Al Hasan,death,322,232,138.79310344827587,147.1200967421736,34131.86244418427,2021
Shashank Singh,death,489,248,197.1774193548387,179.50402101333663,44516.997211307484,2026
Shivam Mavi,death,48,51,94.11764705882352,143.9848833695452,7343.229051846805,2022
Shubman Gill,death,462,294,157.14285714285714,157.09668979326813,46186.426799220826,2026
Sikandar Raza,death,47,34,138.23529411764704,154.23703628344157,5244.059233637014,2023
T Stubbs,death,510,248,205.6451612903226,184.24442733387838,45692.617978801834,2026
TA Boult,death,78,74,105.40540540540539,142.8263245684317,10569.148018063945,2025
TG Southee,death,106,79,134.17721518987344,150.4389828792267,11884.67964745891,2022
TH David,death,777,395,196.7088607594937,183.59369713374258,72519.51036782832,2026
TK Curran,death,69,50,138.0,153.1440053424821,7657.200267124105,2021
TL Suman,death,144,106,135.8490566037736,149.56904089338246,15854.31833469854,2011
TM Dilshan,death,191,114,167.54385964912282,160.9070592521298,18343.404754742798,2012
TM Head,death,99,55,180.0,162.08112523563247,8914.461887959786,2017
TR Birt,death,60,36,166.66666666666669,158.52935631561957,5707.056827362305,2011
TU Deshpande,death,53,33,160.6060606060606,157.54509346012333,5198.9880841840695,2026
Tilak Varma,death,477,243,196.2962962962963,178.81342764590894,43451.66291795587,2026
UT Yadav,death,205,188,109.04255319148936,133.47331934440763,25092.984036748632,2024
V Kohli,death,1520,807,188.35192069392812,182.25576976936938,147080.40620388108,2026
V Nigam,death,81,45,180.0,161.33450545378383,7260.052745420273,2026
V Sehwag,death,73,33,221.2121212121212,166.31702328468475,5488.461768394597,2014
V Shankar,death,510,308,165.58441558441558,162.26696085270004,49978.22394263161,2025
VG Arora,death,10,20,50.0,147.0710758553866,2941.421517107732,2026
VR Aaron,death,49,70,70.0,134.03879739210612,9382.715817447428,2020
VR Iyer,death,172,104,165.3846153846154,159.93405120036158,16633.141324837605,2026
WA Mota,death,23,27,85.18518518518519,148.28955544553207,4003.817997029366,2009
WD Parnell,death,49,58,84.48275862068965,140.3963688099135,8142.989390974983,2023
WP Saha,death,557,353,157.79036827195466,157.51876151260606,55604.12281394994,2022
WPUJC Vaas,death,53,52,101.92307692307692,145.4262401170369,7562.16448608592,2010
Washington Sundar,death,346,238,145.37815126050418,150.62420625613885,35848.56108896105,2026
Y Nagar,death,179,127,140.94488188976376,150.68410344381405,19136.881137364384,2012
Y Venugopal Rao,death,382,249,153.41365461847388,155.00063357862192,38595.15776107686,2014
YBK Jaiswal,death,88,42,209.52380952380955,166.33030088146884,6985.872637021692,2025
